date,time,receipt_no,sales,rendered,change,payment_type
2026-08-27,15:07:08,0021,9.00,9.00,0.00,PayNow
2026-08-27,15:24:51,0022,6.00,6.00,0.00,PayWave
2026-08-27,15:30:09,0023,3.50,3.50,0.00,PayNow
2026-08-27,15:36:15,0024,4.00,4.00,0.00,PayNow
2026-08-27,15:53:55,0025,8.00,10.00,2.00,Cash
2026-08-27,16:54:42,0026,6.50,6.50,0.00,PayWave
2026-08-27,17:22:39,0027,7.00,7.00,0.00,PayWave
2026-08-27,17:32:33,0028,7.00,7.00,0.00,PayNow
2026-08-27,17:45:49,0029,3.50,3.50,0.00,PayNow
2026-08-27,19:31:33,0030,8.00,8.00,0.00,Cash
2026-08-27,19:35:14,0031,4.00,4.00,0.00,Cash
2026-08-27,19:53:35,0032,8.50,8.50,0.00,PayNow
2026-08-28,06:01:09,0001,10.00,10.00,0.00,Cash
2026-08-28,06:07:32,0002,8.00,8.00,0.00,Cash
2026-08-28,06:25:02,0003,3.50,3.50,0.00,PayNow
2026-08-28,06:30:55,0004,5.50,10.00,4.50,Cash
2026-08-28,06:35:10,0005,4.50,4.50,0.00,PayWave
2026-08-28,09:27:02,0006,8.00,8.00,0.00,Cash
2026-08-28,09:54:32,0007,6.50,6.50,0.00,Cash
2026-08-28,10:11:49,0008,3.50,3.50,0.00,PayNow
2026-08-28,10:17:02,0009,3.50,5.00,1.50,Cash
2026-08-28,10:45:49,0010,9.00,10.00,1.00,Cash
2026-08-28,10:52:30,0011,6.00,10.00,4.00,Cash
2026-08-28,11:05:45,0012,4.50,4.50,0.00,PayNow
2026-08-28,11:08:43,0013,7.00,10.00,3.00,Cash
2026-08-28,11:23:40,0014,7.00,7.00,0.00,PayWave
2026-08-28,11:45:06,0015,6.00,6.00,0.00,PayLah
2026-08-28,12:47:45,0016,4.50,4.50,0.00,Cash
2026-08-28,12:56:46,0017,4.00,4.00,0.00,PayNow
2026-08-28,12:58:37,0018,6.00,6.00,0.00,PayNow
2026-08-28,13:07:37,0019,6.00,10.00,4.00,Cash
2026-08-28,13:12:36,0020,8.50,8.50,0.00,PayWave
2026-08-28,14:43:09,0021,5.00,5.00,0.00,Cash
2026-08-28,14:44:43,0022,7.00,7.00,0.00,PayNow
2026-08-28,14:57:35,0023,7.00,7.00,0.00,Cash
2026-08-28,15:34:33,0024,5.50,5.50,0.00,PayNow
2026-08-28,15:35:55,0025,5.50,5.50,0.00,Cash
2026-08-28,15:52:35,0026,7.00,7.00,0.00,Cash
2026-08-28,16:34:11,0027,7.50,10.00,2.50,Cash
2026-08-28,16:36:44,0028,4.00,4.00,0.00,Cash
2026-08-28,17:20:19,0029,4.50,4.50,0.00,PayWave
2026-08-28,17:26:06,0030,8.00,8.00,0.00,Cash
2026-08-28,17:40:19,0031,7.50,10.00,2.50,Cash
2026-08-28,17:45:26,0032,7.50,10.00,2.50,Cash
2026-08-28,17:56:42,0033,4.50,4.50,0.00,Cash
2026-08-28,18:06:33,0034,3.50,3.50,0.00,PayWave
2026-08-28,18:46:10,0035,3.50,3.50,0.00,Cash
2026-08-28,18:49:07,0036,4.50,4.50,0.00,Cash
2026-08-28,18:50:39,0037,7.00,7.00,0.00,PayNow
2026-08-28,19:08:21,0038,5.00,5.00,0.00,PayLah
2026-08-28,19:54:14,0039,6.50,6.50,0.00,Cash
2026-08-29,06:26:22,0001,4.50,4.50,0.00,PayNow
2026-08-29,07:18:32,0002,3.00,3.00,0.00,PayNow
2026-08-29,07:33:06,0003,4.50,4.50,0.00,PayWave
2026-08-29,07:43:46,0004,3.00,3.00,0.00,PayLah
2026-08-29,07:46:33,0005,8.00,8.00,0.00,PayNow
2026-08-29,07:49:42,0006,3.50,3.50,0.00,PayLah
2026-08-29,08:07:20,0007,7.50,7.50,0.00,PayNow
2026-08-29,08:56:27,0008,8.50,8.50,0.00,Cash
2026-08-29,09:07:16,0009,3.50,3.50,0.00,PayNow
2026-08-29,09:34:20,0010,3.50,3.50,0.00,PayWave
2026-08-29,09:46:57,0011,3.00,5.00,2.00,Cash
2026-08-29,09:56:42,0012,7.00,7.00,0.00,Cash
2026-08-29,10:37:24,0013,3.50,3.50,0.00,PayLah
2026-08-29,10:57:11,0014,6.50,6.50,0.00,PayWave
2026-08-29,11:06:01,0015,4.50,5.00,0.50,Cash
2026-08-29,12:49:44,0016,6.00,10.00,4.00,Cash
2026-08-29,12:54:35,0017,7.50,7.50,0.00,Cash
2026-08-29,13:38:05,0018,5.00,5.00,0.00,Cash
2026-08-29,13:54:33,0019,6.50,6.50,0.00,PayNow
2026-08-29,15:14:17,0020,7.00,7.00,0.00,PayLah
2026-08-29,15:15:08,0021,9.00,9.00,0.00,PayWave
2026-08-29,15:24:36,0022,3.00,3.00,0.00,PayLah
2026-08-29,15:38:37,0023,4.00,5.00,1.00,Cash
2026-08-29,15:41:05,0024,7.00,7.00,0.00,PayNow
2026-08-29,16:09:59,0025,9.00,9.00,0.00,PayNow
2026-08-29,16:42:56,0026,8.00,8.00,0.00,PayLah
2026-08-29,17:01:06,0027,7.00,10.00,3.00,Cash
2026-08-29,18:16:17,0028,3.00,3.00,0.00,PayLah
2026-08-29,19:10:46,0029,9.00,9.00,0.00,PayWave
2026-08-29,19:16:15,0030,6.50,6.50,0.00,PayLah
2026-08-29,19:23:10,0031,5.00,5.00,0.00,Cash
2026-08-31,06:11:53,0001,4.00,5.00,1.00,Cash
2026-08-31,06:19:59,0002,10.00,10.00,0.00,PayWave
2026-08-31,07:37:17,0003,6.00,6.00,0.00,PayWave
2026-08-31,07:55:43,0004,4.00,4.00,0.00,PayWave
2026-08-31,08:43:18,0005,4.50,4.50,0.00,Cash
2026-08-31,08:49:47,0006,8.00,8.00,0.00,Cash
2026-08-31,09:09:50,0007,6.50,6.50,0.00,Cash
2026-08-31,09:26:43,0008,8.00,8.00,0.00,PayLah
2026-08-31,09:55:23,0009,10.00,10.00,0.00,Cash
2026-08-31,10:32:37,0010,4.00,4.00,0.00,PayWave
2026-08-31,10:38:27,0011,3.00,5.00,2.00,Cash
2026-08-31,10:40:18,0012,5.50,5.50,0.00,PayNow
2026-08-31,11:18:00,0013,7.00,7.00,0.00,Cash
2026-08-31,11:41:01,0014,8.00,10.00,2.00,Cash
2026-08-31,12:16:59,0015,8.00,8.00,0.00,PayNow
2026-08-31,13:03:27,0016,8.00,8.00,0.00,Cash
2026-08-31,13:09:31,0017,4.00,4.00,0.00,PayLah
2026-08-31,13:19:44,0018,6.50,10.00,3.50,Cash
2026-08-31,13:31:19,0019,5.00,5.00,0.00,Cash
2026-08-31,14:02:51,0020,4.00,4.00,0.00,PayNow
2026-08-31,14:16:02,0021,5.50,5.50,0.00,PayNow
2026-08-31,15:40:06,0022,6.50,10.00,3.50,Cash
2026-08-31,15:50:15,0023,7.50,7.50,0.00,PayNow
2026-08-31,16:11:57,0024,5.00,5.00,0.00,PayNow
2026-08-31,16:25:01,0025,5.50,5.50,0.00,PayNow
2026-08-31,16:44:10,0026,8.00,8.00,0.00,PayWave
2026-08-31,16:51:10,0027,8.50,8.50,0.00,PayNow
2026-08-31,16:52:58,0028,8.00,8.00,0.00,PayWave
2026-08-31,16:58:12,0029,4.50,4.50,0.00,PayNow
2026-08-31,17:00:53,0030,4.00,4.00,0.00,PayNow
2026-08-31,17:03:40,0031,9.00,10.00,1.00,Cash
2026-08-31,17:05:26,0032,9.00,9.00,0.00,PayWave
2026-08-31,17:14:52,0033,3.00,3.00,0.00,PayNow
2026-08-31,17:33:11,0034,8.50,10.00,1.50,Cash
2026-08-31,17:46:50,0035,4.00,5.00,1.00,Cash
2026-08-31,17:52:52,0036,8.00,8.00,0.00,PayWave
2026-08-31,18:05:53,0037,4.00,4.00,0.00,Cash
2026-08-31,18:07:31,0038,5.50,10.00,4.50,Cash
2026-08-31,18:19:48,0039,7.00,7.00,0.00,Cash
2026-08-31,18:28:11,0040,8.50,8.50,0.00,PayWave
2026-08-31,18:37:31,0041,4.00,4.00,0.00,PayNow
2026-08-31,18:39:30,0042,7.00,7.00,0.00,PayNow
2026-08-31,18:49:15,0043,8.00,8.00,0.00,PayLah
2026-08-31,19:21:48,0044,4.00,4.00,0.00,Cash
2026-08-31,19:36:17,0045,4.50,4.50,0.00,Cash
2026-08-31,19:39:01,0046,4.50,4.50,0.00,Cash
2026-09-01,06:13:24,0001,6.00,10.00,4.00,Cash
2026-09-01,06:18:32,0002,6.00,6.00,0.00,PayLah
2026-09-01,06:29:51,0003,4.00,5.00,1.00,Cash
2026-09-01,06:35:36,0004,7.00,10.00,3.00,Cash
2026-09-01,07:08:19,0005,4.50,4.50,0.00,PayWave
2026-09-01,07:13:24,0006,4.50,4.50,0.00,Cash
2026-09-01,07:22:35,0007,5.50,5.50,0.00,PayNow
2026-09-01,08:02:02,0008,6.00,6.00,0.00,PayWave
2026-09-01,08:41:08,0009,3.50,3.50,0.00,PayWave
2026-09-01,09:03:16,0010,5.00,5.00,0.00,PayLah
2026-09-01,09:09:44,0011,6.50,6.50,0.00,Cash
2026-09-01,09:27:36,0012,8.00,8.00,0.00,PayNow
2026-09-01,09:58:00,0013,5.50,10.00,4.50,Cash
2026-09-01,10:14:46,0014,6.50,6.50,0.00,Cash
2026-09-01,10:19:55,0015,4.00,5.00,1.00,Cash
2026-09-01,10:21:53,0016,4.00,4.00,0.00,PayNow
2026-09-01,10:23:28,0017,4.00,4.00,0.00,Cash
2026-09-01,10:55:06,0018,4.50,5.00,0.50,Cash
2026-09-01,11:13:21,0019,7.00,7.00,0.00,PayLah
2026-09-01,11:25:53,0020,6.50,10.00,3.50,Cash
2026-09-01,12:34:48,0021,4.00,4.00,0.00,PayNow
2026-09-01,12:38:31,0022,6.50,6.50,0.00,PayNow
2026-09-01,12:39:19,0023,5.50,10.00,4.50,Cash
2026-09-01,13:04:46,0024,3.50,5.00,1.50,Cash
2026-09-01,13:06:53,0025,10.00,10.00,0.00,PayLah
2026-09-01,13:22:17,0026,5.00,5.00,0.00,Cash
2026-09-01,13:41:12,0027,3.50,3.50,0.00,Cash
2026-09-01,15:37:18,0028,3.00,3.00,0.00,PayWave
2026-09-01,15:41:35,0029,5.50,5.50,0.00,PayWave
2026-09-01,15:47:16,0030,3.50,3.50,0.00,PayLah
2026-09-01,15:53:01,0031,8.00,10.00,2.00,Cash
2026-09-01,16:08:11,0032,4.00,4.00,0.00,PayNow
2026-09-01,16:11:03,0033,5.50,5.50,0.00,Cash
2026-09-01,16:27:24,0034,3.50,3.50,0.00,Cash
2026-09-01,16:49:55,0035,4.50,5.00,0.50,Cash
2026-09-01,16:51:39,0036,5.50,5.50,0.00,PayLah
2026-09-01,17:15:22,0037,4.00,4.00,0.00,Cash
2026-09-01,17:33:44,0038,3.00,3.00,0.00,Cash
2026-09-01,17:59:37,0039,7.00,7.00,0.00,PayWave
2026-09-01,18:34:30,0040,6.50,6.50,0.00,PayNow
2026-09-01,18:38:15,0041,4.00,4.00,0.00,PayNow
2026-09-01,18:42:00,0042,6.50,6.50,0.00,Cash
2026-09-02,06:10:39,0001,7.50,7.50,0.00,Cash
2026-09-02,06:14:57,0002,4.00,4.00,0.00,PayNow
2026-09-02,06:20:40,0003,5.00,5.00,0.00,Cash
2026-09-02,06:30:31,0004,6.00,10.00,4.00,Cash
2026-09-02,06:33:05,0005,4.50,4.50,0.00,PayNow
2026-09-02,06:39:56,0006,9.00,10.00,1.00,Cash
2026-09-02,07:19:41,0007,9.00,10.00,1.00,Cash
2026-09-02,07:25:43,0008,6.50,6.50,0.00,PayNow
2026-09-02,07:40:36,0009,7.50,7.50,0.00,PayNow
2026-09-02,07:58:06,0010,9.00,10.00,1.00,Cash
2026-09-02,09:18:02,0011,5.00,5.00,0.00,PayLah
2026-09-02,10:21:55,0012,4.00,4.00,0.00,Cash
2026-09-02,10:35:05,0013,5.50,5.50,0.00,Cash
2026-09-02,10:42:14,0014,5.00,5.00,0.00,Cash
2026-09-02,10:45:15,0015,5.00,5.00,0.00,Cash
2026-09-02,10:47:32,0016,7.00,7.00,0.00,Cash
2026-09-02,10:52:31,0017,5.00,5.00,0.00,PayLah
2026-09-02,11:00:00,0018,4.00,4.00,0.00,PayWave
2026-09-02,11:18:22,0019,5.50,5.50,0.00,PayLah
2026-09-02,11:42:18,0020,5.00,5.00,0.00,Cash
2026-09-02,12:26:10,0021,7.00,7.00,0.00,PayWave
2026-09-02,13:30:58,0022,6.50,10.00,3.50,Cash
2026-09-02,13:44:32,0023,6.00,6.00,0.00,PayLah
2026-09-02,14:02:06,0024,3.00,5.00,2.00,Cash
2026-09-02,14:39:06,0025,5.00,5.00,0.00,PayLah
2026-09-02,14:56:49,0026,3.00,3.00,0.00,PayLah
2026-09-02,15:22:49,0027,4.50,4.50,0.00,PayNow
2026-09-02,16:17:18,0028,5.50,5.50,0.00,PayLah
2026-09-02,16:31:22,0029,8.50,8.50,0.00,PayNow
2026-09-02,16:44:48,0030,5.00,5.00,0.00,Cash
2026-09-02,17:51:31,0031,5.50,5.50,0.00,PayNow
2026-09-02,18:08:52,0032,3.50,3.50,0.00,PayNow
2026-09-02,18:09:52,0033,7.50,7.50,0.00,PayLah
2026-09-02,18:20:51,0034,6.50,6.50,0.00,PayNow
2026-09-02,18:37:50,0035,4.50,4.50,0.00,PayNow
2026-09-02,18:58:09,0036,6.00,6.00,0.00,Cash
2026-09-02,19:14:26,0037,8.00,8.00,0.00,Cash
2026-09-02,19:34:23,0038,8.00,10.00,2.00,Cash
2026-09-02,19:39:36,0039,8.00,8.00,0.00,Cash
2026-09-02,19:45:29,0040,3.50,5.00,1.50,Cash
2026-09-02,19:49:44,0041,4.50,4.50,0.00,PayNow
2026-09-02,19:50:20,0042,5.50,5.50,0.00,PayLah
2026-09-03,06:41:29,0001,5.00,5.00,0.00,PayWave
2026-09-03,06:59:34,0002,6.00,6.00,0.00,PayLah
2026-09-03,07:09:11,0003,7.00,7.00,0.00,PayWave
2026-09-03,07:14:32,0004,4.50,4.50,0.00,Cash
2026-09-03,07:39:50,0005,7.00,7.00,0.00,PayNow
2026-09-03,08:04:48,0006,6.00,10.00,4.00,Cash
2026-09-03,08:06:16,0007,4.00,5.00,1.00,Cash
2026-09-03,08:17:24,0008,6.50,6.50,0.00,PayLah
2026-09-03,08:23:05,0009,5.50,10.00,4.50,Cash
2026-09-03,08:50:25,0010,6.00,6.00,0.00,Cash
2026-09-03,09:01:15,0011,4.00,4.00,0.00,PayLah
2026-09-03,09:06:32,0012,8.00,8.00,0.00,Cash
2026-09-03,09:59:17,0013,3.50,3.50,0.00,PayNow
2026-09-03,10:07:17,0014,5.50,10.00,4.50,Cash
2026-09-03,11:09:26,0015,8.00,8.00,0.00,PayLah
2026-09-03,11:12:27,0016,8.00,10.00,2.00,Cash
2026-09-03,11:26:36,0017,4.00,4.00,0.00,PayLah
2026-09-03,11:37:33,0018,6.00,6.00,0.00,PayNow
2026-09-03,12:09:49,0019,3.00,3.00,0.00,PayNow
2026-09-03,12:25:15,0020,4.50,5.00,0.50,Cash
2026-09-03,12:52:41,0021,9.00,9.00,0.00,PayNow
2026-09-03,12:58:31,0022,3.50,5.00,1.50,Cash
2026-09-03,13:37:11,0023,6.50,6.50,0.00,Cash
2026-09-03,13:57:52,0024,7.50,7.50,0.00,PayNow
2026-09-03,14:15:05,0025,7.50,7.50,0.00,PayLah
2026-09-03,14:35:48,0026,6.50,6.50,0.00,Cash
2026-09-03,14:49:16,0027,3.50,3.50,0.00,PayNow
2026-09-03,15:12:08,0028,6.50,6.50,0.00,PayWave
2026-09-03,15:31:09,0029,3.00,5.00,2.00,Cash
2026-09-03,15:36:14,0030,4.00,4.00,0.00,PayLah
2026-09-03,15:48:14,0031,8.00,8.00,0.00,PayNow
2026-09-03,15:50:27,0032,9.00,9.00,0.00,Cash
2026-09-03,16:01:01,0033,8.00,8.00,0.00,PayWave
2026-09-03,16:31:59,0034,4.50,4.50,0.00,PayWave
2026-09-03,17:13:16,0035,5.50,10.00,4.50,Cash
2026-09-03,17:17:41,0036,7.00,7.00,0.00,Cash
2026-09-03,17:28:46,0037,5.50,10.00,4.50,Cash
2026-09-03,17:33:40,0038,9.00,9.00,0.00,PayWave
2026-09-03,17:44:33,0039,6.00,6.00,0.00,PayNow
2026-09-03,19:00:02,0040,3.00,5.00,2.00,Cash
2026-09-03,19:17:15,0041,4.00,5.00,1.00,Cash
2026-09-03,19:18:44,0042,6.00,6.00,0.00,PayWave
2026-09-03,19:24:13,0043,3.50,3.50,0.00,PayNow
2026-09-03,19:44:10,0044,5.00,5.00,0.00,Cash
2026-09-03,19:54:01,0045,6.50,6.50,0.00,PayLah
2026-09-04,06:02:12,0001,6.00,10.00,4.00,Cash
2026-09-04,06:10:49,0002,6.00,6.00,0.00,PayNow
2026-09-04,07:30:56,0003,6.50,6.50,0.00,PayWave
2026-09-04,07:56:16,0004,4.50,5.00,0.50,Cash
2026-09-04,08:12:47,0005,7.00,10.00,3.00,Cash
2026-09-04,08:17:32,0006,3.00,3.00,0.00,PayLah
2026-09-04,08:53:08,0007,4.00,4.00,0.00,PayNow
2026-09-04,09:59:30,0008,3.50,3.50,0.00,PayLah
2026-09-04,10:13:17,0009,6.00,10.00,4.00,Cash
2026-09-04,10:19:55,0010,4.50,4.50,0.00,PayLah
2026-09-04,10:21:17,0011,7.50,7.50,0.00,PayNow
2026-09-04,11:11:49,0012,9.00,9.00,0.00,PayNow
2026-09-04,11:22:57,0013,8.00,10.00,2.00,Cash
2026-09-04,11:24:44,0014,4.00,4.00,0.00,Cash
2026-09-04,12:07:10,0015,8.00,8.00,0.00,PayNow
2026-09-04,12:10:44,0016,4.50,5.00,0.50,Cash
2026-09-04,12:21:32,0017,8.00,8.00,0.00,PayLah
2026-09-04,12:41:37,0018,6.00,6.00,0.00,Cash
2026-09-04,12:46:26,0019,4.00,5.00,1.00,Cash
2026-09-04,13:14:18,0020,3.00,3.00,0.00,PayNow
2026-09-04,13:32:48,0021,6.50,6.50,0.00,PayNow
2026-09-04,14:16:25,0022,8.00,10.00,2.00,Cash
2026-09-04,14:31:53,0023,5.00,5.00,0.00,PayNow
2026-09-04,14:58:27,0024,9.00,9.00,0.00,Cash
2026-09-04,15:09:19,0025,4.00,4.00,0.00,PayNow
2026-09-04,16:07:33,0026,3.00,5.00,2.00,Cash
2026-09-04,16:42:36,0027,5.50,5.50,0.00,PayNow
2026-09-04,17:14:36,0028,4.50,5.00,0.50,Cash
2026-09-04,17:48:26,0029,5.50,10.00,4.50,Cash
2026-09-04,17:52:38,0030,7.50,7.50,0.00,PayNow
2026-09-04,17:55:08,0031,5.00,5.00,0.00,PayLah
2026-09-04,19:26:52,0032,6.50,6.50,0.00,Cash
2026-09-05,06:08:27,0001,7.00,7.00,0.00,PayLah
2026-09-05,06:59:26,0002,4.50,4.50,0.00,PayNow
2026-09-05,08:06:56,0003,3.00,3.00,0.00,PayLah
2026-09-05,08:31:44,0004,3.50,3.50,0.00,PayNow
2026-09-05,08:57:24,0005,3.00,3.00,0.00,PayNow
2026-09-05,09:12:45,0006,5.50,5.50,0.00,PayLah
2026-09-05,09:18:24,0007,8.00,8.00,0.00,PayWave
2026-09-05,09:29:22,0008,7.50,7.50,0.00,Cash
2026-09-05,09:33:17,0009,4.00,4.00,0.00,PayNow
2026-09-05,09:48:25,0010,6.00,6.00,0.00,Cash
2026-09-05,10:15:37,0011,6.00,6.00,0.00,PayLah
2026-09-05,10:32:48,0012,5.00,5.00,0.00,PayNow
2026-09-05,10:49:02,0013,5.50,5.50,0.00,Cash
2026-09-05,11:38:30,0014,7.00,7.00,0.00,Cash
2026-09-05,12:41:55,0015,4.50,5.00,0.50,Cash
2026-09-05,13:02:01,0016,4.00,5.00,1.00,Cash
2026-09-05,13:16:50,0017,5.50,5.50,0.00,PayNow
2026-09-05,14:01:19,0018,8.00,8.00,0.00,PayWave
2026-09-05,14:49:05,0019,8.00,8.00,0.00,PayWave
2026-09-05,15:01:06,0020,4.00,4.00,0.00,PayNow
2026-09-05,15:26:43,0021,8.00,10.00,2.00,Cash
2026-09-05,15:47:55,0022,7.00,10.00,3.00,Cash
2026-09-05,16:36:42,0023,5.00,5.00,0.00,Cash
2026-09-05,16:54:05,0024,3.00,3.00,0.00,Cash
2026-09-05,17:32:47,0025,7.50,7.50,0.00,PayLah
2026-09-05,18:38:37,0026,6.50,10.00,3.50,Cash
2026-09-05,19:12:42,0027,6.50,6.50,0.00,Cash
2026-09-05,19:41:09,0028,4.50,4.50,0.00,PayWave
2026-09-05,19:50:50,0029,4.00,4.00,0.00,PayLah
2026-09-07,06:11:56,0001,5.50,10.00,4.50,Cash
2026-09-07,06:57:34,0002,8.00,8.00,0.00,PayLah
2026-09-07,07:10:27,0003,7.00,7.00,0.00,PayWave
2026-09-07,08:01:09,0004,3.50,5.00,1.50,Cash
2026-09-07,08:02:15,0005,8.00,10.00,2.00,Cash
2026-09-07,08:22:23,0006,7.00,7.00,0.00,PayWave
2026-09-07,08:38:43,0007,4.50,5.00,0.50,Cash
2026-09-07,09:12:55,0008,7.00,7.00,0.00,PayNow
2026-09-07,09:23:14,0009,3.50,5.00,1.50,Cash
2026-09-07,09:45:59,0010,5.00,5.00,0.00,PayLah
2026-09-07,09:55:36,0011,6.00,6.00,0.00,PayWave
2026-09-07,10:08:25,0012,6.50,10.00,3.50,Cash
2026-09-07,11:00:29,0013,8.00,8.00,0.00,Cash
2026-09-07,11:18:49,0014,5.00,5.00,0.00,PayNow
2026-09-07,11:33:29,0015,7.00,10.00,3.00,Cash
2026-09-07,11:40:39,0016,5.50,5.50,0.00,PayNow
2026-09-07,12:05:00,0017,9.00,9.00,0.00,Cash
2026-09-07,12:15:44,0018,8.00,10.00,2.00,Cash
2026-09-07,12:35:59,0019,6.00,10.00,4.00,Cash
2026-09-07,13:01:14,0020,8.00,8.00,0.00,PayNow
2026-09-07,13:10:31,0021,4.00,5.00,1.00,Cash
2026-09-07,13:38:06,0022,5.50,5.50,0.00,PayNow
2026-09-07,14:02:26,0023,8.00,8.00,0.00,PayNow
2026-09-07,14:19:04,0024,3.50,3.50,0.00,PayNow
2026-09-07,14:41:43,0025,5.50,10.00,4.50,Cash
2026-09-07,14:48:21,0026,7.50,7.50,0.00,PayNow
2026-09-07,14:52:38,0027,6.50,6.50,0.00,Cash
2026-09-07,14:55:10,0028,6.00,6.00,0.00,PayNow
2026-09-07,15:01:11,0029,6.00,6.00,0.00,Cash
2026-09-07,15:22:46,0030,4.50,4.50,0.00,Cash
2026-09-07,15:36:12,0031,5.00,5.00,0.00,PayNow
2026-09-07,15:43:45,0032,5.50,5.50,0.00,PayLah
2026-09-07,15:52:18,0033,5.00,5.00,0.00,Cash
2026-09-07,15:56:24,0034,4.50,4.50,0.00,PayWave
2026-09-07,16:01:11,0035,5.50,5.50,0.00,PayNow
2026-09-07,16:02:01,0036,5.50,5.50,0.00,Cash
2026-09-07,16:03:09,0037,5.00,5.00,0.00,Cash
2026-09-07,16:06:21,0038,8.00,8.00,0.00,PayWave
2026-09-07,16:20:51,0039,4.50,4.50,0.00,Cash
2026-09-07,16:50:44,0040,4.00,4.00,0.00,Cash
2026-09-07,16:55:17,0041,7.00,7.00,0.00,Cash
2026-09-07,17:22:44,0042,8.00,10.00,2.00,Cash
2026-09-07,17:46:27,0043,5.00,5.00,0.00,PayLah
2026-09-07,18:17:22,0044,6.50,6.50,0.00,PayNow
2026-09-07,18:19:32,0045,4.00,4.00,0.00,PayLah
2026-09-07,18:31:30,0046,7.50,7.50,0.00,PayNow
2026-09-07,18:40:50,0047,5.00,5.00,0.00,PayNow
2026-09-07,18:44:37,0048,6.50,6.50,0.00,PayNow
2026-09-07,18:45:36,0049,3.50,3.50,0.00,PayWave
2026-09-07,19:06:32,0050,3.00,3.00,0.00,PayLah
2026-09-07,19:24:10,0051,4.50,4.50,0.00,PayNow
2026-09-07,19:29:52,0052,4.00,5.00,1.00,Cash
2026-09-08,06:31:12,0001,6.50,6.50,0.00,PayLah
2026-09-08,06:40:10,0002,8.50,8.50,0.00,PayWave
2026-09-08,06:59:46,0003,6.50,6.50,0.00,PayNow
2026-09-08,08:03:26,0004,7.50,7.50,0.00,PayLah
2026-09-08,08:11:21,0005,6.50,6.50,0.00,PayLah
2026-09-08,08:31:13,0006,8.00,8.00,0.00,PayNow
2026-09-08,08:37:42,0007,7.00,7.00,0.00,PayNow
2026-09-08,08:48:14,0008,5.00,5.00,0.00,Cash
2026-09-08,09:03:19,0009,3.00,5.00,2.00,Cash
2026-09-08,09:11:02,0010,8.50,8.50,0.00,PayWave
2026-09-08,09:46:13,0011,3.50,3.50,0.00,PayLah
2026-09-08,09:53:13,0012,8.50,8.50,0.00,PayLah
2026-09-08,10:04:32,0013,6.50,6.50,0.00,PayNow
2026-09-08,10:12:38,0014,7.00,7.00,0.00,PayLah
2026-09-08,10:41:57,0015,8.00,8.00,0.00,PayWave
2026-09-08,11:36:59,0016,3.50,5.00,1.50,Cash
2026-09-08,11:52:51,0017,5.00,5.00,0.00,PayLah
2026-09-08,11:55:03,0018,5.00,5.00,0.00,PayNow
2026-09-08,12:11:43,0019,4.00,4.00,0.00,PayNow
2026-09-08,12:38:53,0020,3.00,3.00,0.00,PayWave
2026-09-08,12:41:15,0021,7.50,7.50,0.00,PayNow
2026-09-08,12:50:31,0022,5.50,10.00,4.50,Cash
2026-09-08,12:57:48,0023,4.00,4.00,0.00,PayNow
2026-09-08,13:09:39,0024,6.00,10.00,4.00,Cash
2026-09-08,13:28:33,0025,5.50,10.00,4.50,Cash
2026-09-08,13:31:24,0026,5.00,5.00,0.00,Cash
2026-09-08,13:55:42,0027,7.00,10.00,3.00,Cash
2026-09-08,13:59:40,0028,4.50,4.50,0.00,PayWave
2026-09-08,14:50:09,0029,6.50,10.00,3.50,Cash
2026-09-08,14:53:30,0030,5.50,5.50,0.00,Cash
2026-09-08,14:54:24,0031,6.00,6.00,0.00,PayWave
2026-09-08,15:03:57,0032,8.00,8.00,0.00,PayLah
2026-09-08,15:25:42,0033,4.00,5.00,1.00,Cash
2026-09-08,16:07:50,0034,5.50,10.00,4.50,Cash
2026-09-08,16:43:50,0035,4.00,4.00,0.00,PayLah
2026-09-08,16:53:49,0036,3.00,3.00,0.00,PayWave
2026-09-08,16:54:11,0037,6.00,6.00,0.00,PayLah
2026-09-08,17:39:12,0038,8.00,8.00,0.00,PayNow
2026-09-08,17:40:41,0039,4.00,4.00,0.00,PayNow
2026-09-08,17:48:38,0040,8.00,10.00,2.00,Cash
2026-09-08,18:05:13,0041,10.00,10.00,0.00,Cash
2026-09-08,18:17:34,0042,7.00,7.00,0.00,Cash
2026-09-08,18:39:29,0043,3.00,5.00,2.00,Cash
2026-09-08,19:05:43,0044,8.00,8.00,0.00,Cash
2026-09-08,19:52:08,0045,5.50,10.00,4.50,Cash
2026-09-09,06:04:32,0001,5.00,5.00,0.00,Cash
2026-09-09,06:17:27,0002,8.00,8.00,0.00,Cash
2026-09-09,06:23:55,0003,7.50,7.50,0.00,Cash
2026-09-09,08:04:34,0004,3.50,3.50,0.00,PayNow
2026-09-09,08:13:20,0005,4.00,4.00,0.00,PayNow
2026-09-09,08:56:06,0006,6.00,6.00,0.00,Cash
2026-09-09,08:58:18,0007,4.50,4.50,0.00,PayNow
2026-09-09,09:43:41,0008,7.00,10.00,3.00,Cash
2026-09-09,09:49:05,0009,3.00,3.00,0.00,PayLah
2026-09-09,10:01:24,0010,5.00,5.00,0.00,PayLah
2026-09-09,10:24:58,0011,7.00,10.00,3.00,Cash
2026-09-09,10:34:29,0012,5.00,5.00,0.00,PayNow
2026-09-09,11:11:31,0013,6.50,6.50,0.00,PayWave
2026-09-09,11:24:01,0014,3.00,3.00,0.00,PayLah
